evt,mtt,mu_pt,mu_abseta,pileup,weight,nevents,N_gen,gw_pos,gw_neg
283,747.3293955314568,123.29532,1.3981934,17.0,1.0,4217.0,4217.0,4217.0,0.0
284,973.6427093361602,258.1038,1.3520508,19.0,1.0,4217.0,4217.0,4217.0,0.0
285,1874.077051055056,486.08575,0.66345215,11.0,1.0,4217.0,4217.0,4217.0,0.0
286,1967.3474291233415,283.37952,0.05229187,38.0,1.0,4217.0,4217.0,4217.0,0.0
287,1724.0250724920877,283.37952,0.05229187,38.0,1.0,4217.0,4217.0,4217.0,0.0
288,1580.618071150607,182.12692,0.39178467,22.0,1.0,4217.0,4217.0,4217.0,0.0
289,1958.412658975392,128.3777,0.49713135,15.0,1.0,4217.0,4217.0,4217.0,0.0
290,1594.0160118913825,128.3777,0.49713135,15.0,1.0,4217.0,4217.0,4217.0,0.0
291,1804.956037710272,254.88142,1.2353516,39.0,1.0,4217.0,4217.0,4217.0,0.0
292,1760.8148756592632,130.17128,0.53100586,18.0,1.0,4217.0,4217.0,4217.0,0.0
293,1287.0176395342398,75.43915,0.77368164,21.0,1.0,4217.0,4217.0,4217.0,0.0
294,2244.746115514953,247.82214,1.2907715,25.0,1.0,4217.0,4217.0,4217.0,0.0
295,2189.7041183090378,398.48166,1.2199707,31.0,1.0,4217.0,4217.0,4217.0,0.0
296,1799.738074183037,398.48166,1.2199707,31.0,1.0,4217.0,4217.0,4217.0,0.0
297,2150.778253450301,387.40958,0.45947266,15.0,1.0,4217.0,4217.0,4217.0,0.0
298,2160.5774572539144,387.40958,0.45947266,15.0,1.0,4217.0,4217.0,4217.0,0.0
299,2013.5888528020917,66.84286,0.9012451,28.0,1.0,4217.0,4217.0,4217.0,0.0
300,2122.452843094905,66.84286,0.9012451,28.0,1.0,4217.0,4217.0,4217.0,0.0
301,1923.6874045878903,153.56143,0.013023376,33.0,1.0,4217.0,4217.0,4217.0,0.0
302,1985.87782518428,153.56143,0.013023376,33.0,1.0,4217.0,4217.0,4217.0,0.0
303,1611.3180232171596,283.5387,0.4013672,29.0,1.0,4217.0,4217.0,4217.0,0.0
304,1522.5145456032558,283.5387,0.4013672,29.0,1.0,4217.0,4217.0,4217.0,0.0
305,2462.884932213963,447.38467,1.3146973,31.0,1.0,4217.0,4217.0,4217.0,0.0
306,1906.0818952227917,546.39465,0.23513794,17.0,1.0,4217.0,4217.0,4217.0,0.0
307,1464.1925985272098,297.81027,0.5769043,23.0,1.0,4217.0,4217.0,4217.0,0.0
308,2373.542054523724,75.56115,1.6445312,24.0,1.0,4217.0,4217.0,4217.0,0.0
309,2004.276649788444,192.84865,0.9246826,16.0,1.0,4217.0,4217.0,4217.0,0.0
310,2339.651898072334,462.25812,0.5118408,16.0,1.0,4217.0,4217.0,4217.0,0.0
311,1916.182382040985,462.25812,0.5118408,16.0,1.0,4217.0,4217.0,4217.0,0.0
312,1550.8046960159804,148.51253,1.2888184,16.0,1.0,4217.0,4217.0,4217.0,0.0
313,1815.258079529536,148.51253,1.2888184,16.0,1.0,4217.0,4217.0,4217.0,0.0
314,1954.572692434083,83.25011,0.642334,29.0,1.0,4217.0,4217.0,4217.0,0.0
315,1879.351689076547,83.25011,0.642334,29.0,1.0,4217.0,4217.0,4217.0,0.0
316,2207.1436783319127,76.42295,0.86035156,26.0,1.0,4217.0,4217.0,4217.0,0.0
317,2113.0330312098768,318.22055,0.0718689,25.0,1.0,4217.0,4217.0,4217.0,0.0
318,1726.1320296163717,318.22055,0.0718689,25.0,1.0,4217.0,4217.0,4217.0,0.0
319,1740.252511760721,93.79083,0.31304932,24.0,1.0,4217.0,4217.0,4217.0,0.0
320,1304.1758460452772,117.96474,0.94226074,18.0,1.0,4217.0,4217.0,4217.0,0.0
321,2770.93878571812,159.28177,0.56103516,13.0,1.0,4217.0,4217.0,4217.0,0.0
322,2243.838560555154,203.35947,0.33850098,22.0,1.0,4217.0,4217.0,4217.0,0.0
323,2263.468237996072,203.35947,0.33850098,22.0,1.0,4217.0,4217.0,4217.0,0.0
324,2008.322074605591,75.85405,1.8991699,9.0,1.0,4217.0,4217.0,4217.0,0.0
325,1252.0530153400225,75.85405,1.8991699,9.0,1.0,4217.0,4217.0,4217.0,0.0
326,1244.3796883708712,75.85405,1.8991699,9.0,1.0,4217.0,4217.0,4217.0,0.0
327,1231.591023690336,75.85405,1.8991699,9.0,1.0,4217.0,4217.0,4217.0,0.0
328,1708.721055789397,79.333664,0.8128662,12.0,1.0,4217.0,4217.0,4217.0,0.0
329,1678.2807005627835,79.333664,0.8128662,12.0,1.0,4217.0,4217.0,4217.0,0.0
330,1892.6910091289265,257.67416,1.5893555,11.0,1.0,4217.0,4217.0,4217.0,0.0
331,1227.44813332558,257.67416,1.5893555,11.0,1.0,4217.0,4217.0,4217.0,0.0
332,1309.9259990675769,111.60642,1.5925293,33.0,1.0,4217.0,4217.0,4217.0,0.0
333,755.6567855448201,111.60642,1.5925293,33.0,1.0,4217.0,4217.0,4217.0,0.0
334,1285.860925051349,233.35466,0.14297485,25.0,1.0,4217.0,4217.0,4217.0,0.0
335,1213.143920178219,233.35466,0.14297485,25.0,1.0,4217.0,4217.0,4217.0,0.0
336,1957.5735765285851,290.0731,1.0583496,25.0,1.0,4217.0,4217.0,4217.0,0.0
337,1794.0470313289063,290.0731,1.0583496,25.0,1.0,4217.0,4217.0,4217.0,0.0
338,1618.9373652552997,328.9803,0.88623047,21.0,1.0,4217.0,4217.0,4217.0,0.0
339,1603.8420977399298,238.78531,0.25335693,19.0,1.0,4217.0,4217.0,4217.0,0.0
340,1302.2090624199022,96.6642,2.046875,37.0,1.0,4217.0,4217.0,4217.0,0.0
341,1187.898842350579,96.6642,2.046875,37.0,1.0,4217.0,4217.0,4217.0,0.0
342,2063.953104109992,458.52542,0.047470093,32.0,1.0,4217.0,4217.0,4217.0,0.0
343,1997.9655776586796,458.52542,0.047470093,32.0,1.0,4217.0,4217.0,4217.0,0.0
344,1793.6294424672865,421.81317,0.47174072,10.0,1.0,4217.0,4217.0,4217.0,0.0
345,1990.5388892438075,421.81317,0.47174072,10.0,1.0,4217.0,4217.0,4217.0,0.0
346,1660.7250558566327,55.42863,1.1833496,34.0,1.0,4217.0,4217.0,4217.0,0.0
347,1547.675748189877,55.42863,1.1833496,34.0,1.0,4217.0,4217.0,4217.0,0.0
348,2053.5817664921024,113.274734,0.081329346,17.0,1.0,4217.0,4217.0,4217.0,0.0
349,1656.5378674427625,113.274734,0.081329346,17.0,1.0,4217.0,4217.0,4217.0,0.0
350,1506.1543609710684,113.274734,0.081329346,17.0,1.0,4217.0,4217.0,4217.0,0.0
351,1609.9307663671373,92.31771,1.1616211,10.0,1.0,4217.0,4217.0,4217.0,0.0
352,1295.4996762970993,83.83527,0.019016266,10.0,1.0,4217.0,4217.0,4217.0,0.0
353,1119.6881989363867,107.841866,0.79211426,19.0,1.0,4217.0,4217.0,4217.0,0.0
354,1508.719968030324,107.841866,0.79211426,19.0,1.0,4217.0,4217.0,4217.0,0.0
355,499.36551503204623,159.50294,0.73095703,16.0,1.0,4217.0,4217.0,4217.0,0.0
356,671.5510102780225,159.50294,0.73095703,16.0,1.0,4217.0,4217.0,4217.0,0.0
357,2036.3754932268591,105.20324,0.029468536,30.0,1.0,4217.0,4217.0,4217.0,0.0
358,2051.148260246726,105.20324,0.029468536,30.0,1.0,4217.0,4217.0,4217.0,0.0
359,2393.944449421486,212.98367,0.10575867,26.0,1.0,4217.0,4217.0,4217.0,0.0
360,2176.701620434589,212.98367,0.10575867,26.0,1.0,4217.0,4217.0,4217.0,0.0
361,2060.4742179042505,108.17532,2.2026367,20.0,1.0,4217.0,4217.0,4217.0,0.0
362,1590.8041630673356,156.7857,0.6652832,25.0,1.0,4217.0,4217.0,4217.0,0.0
363,1832.5010550572977,111.604,0.15603638,10.0,1.0,4217.0,4217.0,4217.0,0.0
364,1903.6504890185563,111.604,0.15603638,10.0,1.0,4217.0,4217.0,4217.0,0.0
365,2178.2437393990745,132.1601,0.35168457,29.0,1.0,4217.0,4217.0,4217.0,0.0
366,1417.185788089839,193.09903,0.31378174,29.0,1.0,4217.0,4217.0,4217.0,0.0
367,1577.7504263641188,95.089615,0.8031006,23.0,1.0,4217.0,4217.0,4217.0,0.0
368,1401.6807129016415,95.089615,0.8031006,23.0,1.0,4217.0,4217.0,4217.0,0.0
369,1923.8261623329456,123.79201,0.5064697,34.0,1.0,4217.0,4217.0,4217.0,0.0
370,1274.4029667150196,91.67714,0.19012451,29.0,1.0,4217.0,4217.0,4217.0,0.0
371,1759.4649554210598,91.67714,0.19012451,29.0,1.0,4217.0,4217.0,4217.0,0.0
372,977.1414422064704,91.67714,0.19012451,29.0,1.0,4217.0,4217.0,4217.0,0.0
373,929.182875596284,91.67714,0.19012451,29.0,1.0,4217.0,4217.0,4217.0,0.0
374,534.9895763155782,177.24481,0.97265625,16.0,1.0,4217.0,4217.0,4217.0,0.0
375,1920.5950298015532,262.0535,0.58898926,9.0,1.0,4217.0,4217.0,4217.0,0.0
376,1984.334894834477,262.0535,0.58898926,9.0,1.0,4217.0,4217.0,4217.0,0.0
377,2049.4382330700405,77.542595,2.109375,23.0,1.0,4217.0,4217.0,4217.0,0.0
378,1748.98241357218,77.542595,2.109375,23.0,1.0,4217.0,4217.0,4217.0,0.0
379,1651.497831825147,105.03383,0.31933594,30.0,1.0,4217.0,4217.0,4217.0,0.0
380,1938.047959480772,105.03383,0.31933594,30.0,1.0,4217.0,4217.0,4217.0,0.0
381,2030.7778900420071,112.88856,0.43432617,21.0,1.0,4217.0,4217.0,4217.0,0.0
382,2016.9275300460267,112.88856,0.43432617,21.0,1.0,4217.0,4217.0,4217.0,0.0
383,1977.4181559694357,383.108,0.13006592,13.0,1.0,4217.0,4217.0,4217.0,0.0
384,1400.7381114847976,80.340065,1.5673828,28.0,1.0,4217.0,4217.0,4217.0,0.0
385,1095.5467756893452,80.340065,1.5673828,28.0,1.0,4217.0,4217.0,4217.0,0.0
386,2529.3561470131344,249.7084,1.3034668,15.0,1.0,4217.0,4217.0,4217.0,0.0
387,2522.42646020858,523.6472,0.92492676,22.0,1.0,4217.0,4217.0,4217.0,0.0
388,1907.0067526962907,523.6472,0.92492676,22.0,1.0,4217.0,4217.0,4217.0,0.0
389,2332.9325728002627,178.71626,1.0385742,19.0,1.0,4217.0,4217.0,4217.0,0.0
390,1971.2255062314575,178.71626,1.0385742,19.0,1.0,4217.0,4217.0,4217.0,0.0
391,1788.563689303309,86.04768,0.05683136,11.0,1.0,4217.0,4217.0,4217.0,0.0
392,2150.016195127161,294.28952,0.029232025,21.0,1.0,4217.0,4217.0,4217.0,0.0
393,1434.2419014965762,74.00059,1.5253906,12.0,1.0,4217.0,4217.0,4217.0,0.0
394,2440.988626168014,213.90456,0.083114624,19.0,1.0,4217.0,4217.0,4217.0,0.0
395,2647.3975741507847,74.317184,0.71325684,26.0,1.0,4217.0,4217.0,4217.0,0.0
396,2185.592301356556,74.317184,0.71325684,26.0,1.0,4217.0,4217.0,4217.0,0.0
397,1962.5193082508636,74.317184,0.71325684,26.0,1.0,4217.0,4217.0,4217.0,0.0
398,1411.9937987855908,68.36356,1.2314453,20.0,1.0,4217.0,4217.0,4217.0,0.0
399,1479.735365447047,68.36356,1.2314453,20.0,1.0,4217.0,4217.0,4217.0,0.0
400,1088.015489988229,68.36356,1.2314453,20.0,1.0,4217.0,4217.0,4217.0,0.0
401,1919.675886126752,84.45129,2.2827148,24.0,1.0,4217.0,4217.0,4217.0,0.0
402,2650.790590302218,618.729,1.1943359,22.0,1.0,4217.0,4217.0,4217.0,0.0
403,1690.542000765112,182.03978,1.3649902,16.0,1.0,4217.0,4217.0,4217.0,0.0
404,1240.1240871575071,182.03978,1.3649902,16.0,1.0,4217.0,4217.0,4217.0,0.0
405,2093.4646445098074,277.73077,0.7062988,22.0,1.0,4217.0,4217.0,4217.0,0.0
406,2345.7645144366315,277.73077,0.7062988,22.0,1.0,4217.0,4217.0,4217.0,0.0
407,2018.5536374845428,311.0609,0.09861755,35.0,1.0,4217.0,4217.0,4217.0,0.0
408,2499.465578007212,304.41162,0.27667236,17.0,1.0,511498.0,511498.0,511498.0,0.0
409,1837.6893018186088,304.41162,0.27667236,17.0,1.0,511498.0,511498.0,511498.0,0.0
410,1966.4759387263564,182.44632,1.0541992,15.0,1.0,511498.0,511498.0,511498.0,0.0
411,1735.657541782553,182.44632,1.0541992,15.0,1.0,511498.0,511498.0,511498.0,0.0
412,2360.9919151442746,227.75237,0.013786316,18.0,1.0,511498.0,511498.0,511498.0,0.0
413,1795.516215608107,227.75237,0.013786316,18.0,1.0,511498.0,511498.0,511498.0,0.0
414,2698.750072339585,404.1189,0.94677734,20.0,1.0,511498.0,511498.0,511498.0,0.0
415,2132.8217413078755,404.1189,0.94677734,20.0,1.0,511498.0,511498.0,511498.0,0.0
416,1021.9321844322842,119.66616,0.36279297,28.0,1.0,511498.0,511498.0,511498.0,0.0
417,1644.5740846489978,119.66616,0.36279297,28.0,1.0,511498.0,511498.0,511498.0,0.0
418,1600.246752967457,96.4387,0.9937744,22.0,1.0,511498.0,511498.0,511498.0,0.0
419,1637.1420217042405,96.4387,0.9937744,22.0,1.0,511498.0,511498.0,511498.0,0.0
420,1689.5708440641506,108.00065,2.3618164,16.0,1.0,511498.0,511498.0,511498.0,0.0
421,1435.3621482428578,108.00065,2.3618164,16.0,1.0,511498.0,511498.0,511498.0,0.0
422,1508.6464773541556,112.59771,0.28552246,34.0,1.0,511498.0,511498.0,511498.0,0.0
423,375.3141608461405,112.59771,0.28552246,34.0,1.0,511498.0,511498.0,511498.0,0.0
424,466.5966064783569,112.59771,0.28552246,34.0,1.0,511498.0,511498.0,511498.0,0.0
425,454.6636910138077,112.59771,0.28552246,34.0,1.0,511498.0,511498.0,511498.0,0.0
426,456.713911130651,112.59771,0.28552246,34.0,1.0,511498.0,511498.0,511498.0,0.0
427,1955.641225909692,73.721466,0.61486816,14.0,1.0,511498.0,511498.0,511498.0,0.0
428,2169.346438728401,239.9008,0.9036865,18.0,1.0,511498.0,511498.0,511498.0,0.0
429,2012.74129082414,239.9008,0.9036865,18.0,1.0,511498.0,511498.0,511498.0,0.0
430,1569.0796115017902,161.53152,0.37890625,15.0,1.0,511498.0,511498.0,511498.0,0.0
431,1254.3902031425291,161.53152,0.37890625,15.0,1.0,511498.0,511498.0,511498.0,0.0
432,1169.4868682648278,161.53152,0.37890625,15.0,1.0,511498.0,511498.0,511498.0,0.0
433,881.4494317565694,351.461,0.17175293,15.0,1.0,511498.0,511498.0,511498.0,0.0
434,1538.379806168854,113.04242,0.00392437,21.0,1.0,511498.0,511498.0,511498.0,0.0
435,1934.4463919650796,113.04242,0.00392437,21.0,1.0,511498.0,511498.0,511498.0,0.0
436,1637.155153162326,113.04242,0.00392437,21.0,1.0,511498.0,511498.0,511498.0,0.0
437,1994.6202069525364,199.71983,2.2797852,19.0,1.0,511498.0,511498.0,511498.0,0.0
438,1615.72782366597,199.71983,2.2797852,19.0,1.0,511498.0,511498.0,511498.0,0.0
439,1687.614296141015,165.28642,1.2858887,19.0,1.0,511498.0,511498.0,511498.0,0.0
440,1284.4458154334025,101.220215,0.73291016,28.0,1.0,511498.0,511498.0,511498.0,0.0
441,2144.5685792911654,183.8861,0.053718567,7.0,1.0,511498.0,511498.0,511498.0,0.0
442,1234.4335344171,183.8861,0.053718567,7.0,1.0,511498.0,511498.0,511498.0,0.0
443,1309.066555593692,98.25308,2.0732422,13.0,1.0,511498.0,511498.0,511498.0,0.0
444,2279.9359136977105,299.81094,0.71533203,24.0,1.0,511498.0,511498.0,511498.0,0.0
445,1584.621389788927,299.81094,0.71533203,24.0,1.0,511498.0,511498.0,511498.0,0.0
446,2456.253910355241,220.72488,1.0554199,14.0,1.0,511498.0,511498.0,511498.0,0.0
447,2427.9245797799867,220.72488,1.0554199,14.0,1.0,511498.0,511498.0,511498.0,0.0
448,2203.3993546749607,316.37943,1.3286133,29.0,1.0,511498.0,511498.0,511498.0,0.0
449,1302.9324890533435,116.811905,0.18920898,23.0,1.0,511498.0,511498.0,511498.0,0.0
450,1488.3722405399214,70.35202,1.7216797,14.0,1.0,511498.0,511498.0,511498.0,0.0
451,1600.2054799365717,70.35202,1.7216797,14.0,1.0,511498.0,511498.0,511498.0,0.0
452,2383.09361125395,330.47018,0.41088867,14.0,1.0,511498.0,511498.0,511498.0,0.0
453,1480.7056179643048,330.47018,0.41088867,14.0,1.0,511498.0,511498.0,511498.0,0.0
454,289.53951428078204,231.5599,0.15270996,25.0,1.0,511498.0,511498.0,511498.0,0.0
455,1453.001085813714,489.79327,0.25653076,14.0,1.0,511498.0,511498.0,511498.0,0.0
456,1977.3458267918083,136.40399,0.6750488,27.0,1.0,511498.0,511498.0,511498.0,0.0
457,2014.8398032621387,136.40399,0.6750488,27.0,1.0,511498.0,511498.0,511498.0,0.0
458,358.3262671058341,173.16316,0.05064392,17.0,1.0,511498.0,511498.0,511498.0,0.0
459,1420.2289204026154,173.16316,0.05064392,17.0,1.0,511498.0,511498.0,511498.0,0.0
460,963.064928089522,155.52684,0.18063354,13.0,1.0,511498.0,511498.0,511498.0,0.0
461,1536.3151074762743,155.52684,0.18063354,13.0,1.0,511498.0,511498.0,511498.0,0.0
462,1513.8785249419634,227.11879,1.2883301,22.0,1.0,511498.0,511498.0,511498.0,0.0
463,1823.4094247929163,276.77493,0.57592773,16.0,1.0,511498.0,511498.0,511498.0,0.0
464,2448.529784744615,272.57462,0.14645386,29.0,1.0,511498.0,511498.0,511498.0,0.0
465,1800.0842708320026,272.57462,0.14645386,29.0,1.0,511498.0,511498.0,511498.0,0.0
466,1452.4360398439846,272.57462,0.14645386,29.0,1.0,511498.0,511498.0,511498.0,0.0
467,1668.672283197513,66.34587,1.592041,23.0,1.0,511498.0,511498.0,511498.0,0.0
468,2399.440496262835,816.83496,0.14035034,18.0,1.0,511498.0,511498.0,511498.0,0.0
469,1891.481996129263,816.83496,0.14035034,18.0,1.0,511498.0,511498.0,511498.0,0.0
470,2147.720234330715,65.14616,1.9536133,14.0,1.0,511498.0,511498.0,511498.0,0.0
471,1294.5981796989436,65.14616,1.9536133,14.0,1.0,511498.0,511498.0,511498.0,0.0
472,2472.893435922993,300.9151,1.1035156,22.0,1.0,511498.0,511498.0,511498.0,0.0
473,1289.1793400557574,99.90483,0.8769531,17.0,1.0,511498.0,511498.0,511498.0,0.0
474,883.9921072201405,99.90483,0.8769531,17.0,1.0,511498.0,511498.0,511498.0,0.0
475,2601.857587146498,504.8301,0.31011963,20.0,1.0,511498.0,511498.0,511498.0,0.0
476,1314.388602547525,155.94705,0.7026367,30.0,1.0,511498.0,511498.0,511498.0,0.0
477,1741.567031300366,155.94705,0.7026367,30.0,1.0,511498.0,511498.0,511498.0,0.0
478,1117.8030986961376,269.42392,0.38549805,15.0,1.0,511498.0,511498.0,511498.0,0.0
479,1713.256705766255,316.39624,0.68640137,21.0,1.0,511498.0,511498.0,511498.0,0.0
480,1398.8458211581622,136.74261,0.1515503,18.0,1.0,511498.0,511498.0,511498.0,0.0
481,1912.6320667196303,136.74261,0.1515503,18.0,1.0,511498.0,511498.0,511498.0,0.0
482,1225.673143021595,331.46823,0.1680603,23.0,1.0,511498.0,511498.0,511498.0,0.0
483,1037.0251976680172,331.46823,0.1680603,23.0,1.0,511498.0,511498.0,511498.0,0.0
484,1026.591560517644,331.46823,0.1680603,23.0,1.0,511498.0,511498.0,511498.0,0.0
485,2161.611171441234,89.11614,0.9456787,18.0,1.0,511498.0,511498.0,511498.0,0.0
486,1262.0330104504155,89.11614,0.9456787,18.0,1.0,511498.0,511498.0,511498.0,0.0
487,1192.818392448101,71.289055,0.22277832,34.0,1.0,511498.0,511498.0,511498.0,0.0
488,2046.229929950219,71.289055,0.22277832,34.0,1.0,511498.0,511498.0,511498.0,0.0
489,990.39888225286,71.289055,0.22277832,34.0,1.0,511498.0,511498.0,511498.0,0.0
490,613.4505482146396,146.89171,0.65734863,13.0,1.0,511498.0,511498.0,511498.0,0.0
491,1507.4805989704848,88.01292,1.3308105,18.0,1.0,511498.0,511498.0,511498.0,0.0
492,1719.1807930556924,78.46755,1.2099609,28.0,1.0,511498.0,511498.0,511498.0,0.0
493,1996.168962969043,301.58652,1.3054199,35.0,1.0,511498.0,511498.0,511498.0,0.0
494,2199.2207212327053,301.58652,1.3054199,35.0,1.0,511498.0,511498.0,511498.0,0.0
495,1566.8611476948092,301.58652,1.3054199,35.0,1.0,511498.0,511498.0,511498.0,0.0
496,1449.5158288600128,195.11363,1.182373,16.0,1.0,511498.0,511498.0,511498.0,0.0
497,1152.448427805493,90.17663,0.07585144,30.0,1.0,511498.0,511498.0,511498.0,0.0
498,1487.2713707720366,90.17663,0.07585144,30.0,1.0,511498.0,511498.0,511498.0,0.0
499,895.4786273582417,90.17663,0.07585144,30.0,1.0,511498.0,511498.0,511498.0,0.0
500,2162.926362795615,220.5846,0.46246338,20.0,1.0,511498.0,511498.0,511498.0,0.0
501,1812.5264284427892,220.5846,0.46246338,20.0,1.0,511498.0,511498.0,511498.0,0.0
502,2002.3550771010257,304.59985,1.1391602,18.0,1.0,511498.0,511498.0,511498.0,0.0
503,1685.576997398757,117.529594,1.4150391,17.0,1.0,511498.0,511498.0,511498.0,0.0
504,1388.3296482691442,117.529594,1.4150391,17.0,1.0,511498.0,511498.0,511498.0,0.0
505,2341.542997678397,183.25546,1.1240234,25.0,1.0,511498.0,511498.0,511498.0,0.0
506,1615.8900948313296,183.25546,1.1240234,25.0,1.0,511498.0,511498.0,511498.0,0.0
507,2521.6115856776746,144.82005,1.1542969,12.0,1.0,511498.0,511498.0,511498.0,0.0
508,1985.135530904987,144.82005,1.1542969,12.0,1.0,511498.0,511498.0,511498.0,0.0
509,2825.3385065700086,201.96378,0.12315369,23.0,1.0,511498.0,511498.0,511498.0,0.0
510,1452.3936656140888,149.91707,0.63671875,32.0,1.0,511498.0,511498.0,511498.0,0.0
511,2493.2356431659923,149.91707,0.63671875,32.0,1.0,511498.0,511498.0,511498.0,0.0
512,1104.4483425766002,149.91707,0.63671875,32.0,1.0,511498.0,511498.0,511498.0,0.0
513,419.5698106632116,78.5247,0.8841553,21.0,1.0,511498.0,511498.0,511498.0,0.0
514,473.8902807149988,78.5247,0.8841553,21.0,1.0,511498.0,511498.0,511498.0,0.0
515,2243.263516570161,445.17343,1.8093262,25.0,1.0,511498.0,511498.0,511498.0,0.0
516,1747.6504926599655,445.17343,1.8093262,25.0,1.0,511498.0,511498.0,511498.0,0.0
517,1985.183064094852,143.36761,1.3273926,14.0,1.0,511498.0,511498.0,511498.0,0.0
518,2004.264916199378,69.89565,0.35858154,36.0,1.0,511498.0,511498.0,511498.0,0.0
519,1829.8156788624988,69.89565,0.35858154,36.0,1.0,511498.0,511498.0,511498.0,0.0
520,1606.3109667614892,222.89928,1.4326172,26.0,1.0,511498.0,511498.0,511498.0,0.0
521,2081.4787351753184,210.75175,0.35809326,17.0,1.0,511498.0,511498.0,511498.0,0.0
522,1398.7611628474926,210.75175,0.35809326,17.0,1.0,511498.0,511498.0,511498.0,0.0
523,1208.540717106425,210.75175,0.35809326,17.0,1.0,511498.0,511498.0,511498.0,0.0
524,1934.6993309201832,160.89206,0.26989746,17.0,1.0,511498.0,511498.0,511498.0,0.0
525,2040.958473749781,417.28018,0.51708984,35.0,1.0,511498.0,511498.0,511498.0,0.0
526,1857.938845085668,417.28018,0.51708984,35.0,1.0,511498.0,511498.0,511498.0,0.0
527,1967.7446986240009,62.58601,1.8713379,21.0,1.0,511498.0,511498.0,511498.0,0.0
528,796.9038048210999,62.58601,1.8713379,21.0,1.0,511498.0,511498.0,511498.0,0.0
529,1990.347530861868,139.488,0.50341797,25.0,1.0,511498.0,511498.0,511498.0,0.0
530,2141.3988720586904,99.40926,0.39898682,11.0,1.0,511498.0,511498.0,511498.0,0.0
531,2452.951025850027,441.4614,0.000103503466,27.0,1.0,511498.0,511498.0,511498.0,0.0
532,2269.126062341148,441.4614,0.000103503466,27.0,1.0,511498.0,511498.0,511498.0,0.0
533,1820.4407657008849,165.0776,0.41192627,20.0,1.0,511498.0,511498.0,511498.0,0.0
534,1631.298739834605,94.025375,0.39465332,20.0,1.0,511498.0,511498.0,511498.0,0.0
535,1904.2749533173364,94.025375,0.39465332,20.0,1.0,511498.0,511498.0,511498.0,0.0
536,2242.2235414659363,295.739,0.9025879,20.0,1.0,511498.0,511498.0,511498.0,0.0
537,1600.6313267291043,295.739,0.9025879,20.0,1.0,511498.0,511498.0,511498.0,0.0
538,1908.9263395858345,352.00906,0.70666504,18.0,1.0,511498.0,511498.0,511498.0,0.0
539,1263.338038743441,75.57379,0.2052002,20.0,1.0,511498.0,511498.0,511498.0,0.0
540,1124.4538932051555,75.57379,0.2052002,20.0,1.0,511498.0,511498.0,511498.0,0.0
541,1655.4658561318568,64.16332,0.5097656,15.0,1.0,511498.0,511498.0,511498.0,0.0
542,2173.8934319254504,205.4994,1.6691895,27.0,1.0,511498.0,511498.0,511498.0,0.0
543,1849.2464877627883,205.4994,1.6691895,27.0,1.0,511498.0,511498.0,511498.0,0.0
544,2168.459822184729,205.4994,1.6691895,27.0,1.0,511498.0,511498.0,511498.0,0.0
545,1287.9030758210813,81.37623,1.3010254,24.0,1.0,511498.0,511498.0,511498.0,0.0
546,1278.745664656455,81.37623,1.3010254,24.0,1.0,511498.0,511498.0,511498.0,0.0
547,1572.6084890556483,175.89789,0.7188721,25.0,1.0,511498.0,511498.0,511498.0,0.0
548,1855.2761078444005,196.30719,0.5251465,13.0,1.0,511498.0,511498.0,511498.0,0.0
549,1533.364270270425,196.30719,0.5251465,13.0,1.0,511498.0,511498.0,511498.0,0.0
550,2665.3668220657537,158.07986,0.8823242,20.0,1.0,511498.0,511498.0,511498.0,0.0
551,2124.6340115386056,158.07986,0.8823242,20.0,1.0,511498.0,511498.0,511498.0,0.0
552,2378.6338186244584,109.74243,0.74731445,30.0,1.0,511498.0,511498.0,511498.0,0.0
553,2151.271847490824,109.74243,0.74731445,30.0,1.0,511498.0,511498.0,511498.0,0.0
554,2315.2756964872938,447.65952,0.5288086,12.0,1.0,511498.0,511498.0,511498.0,0.0
555,1765.0501907961404,447.65952,0.5288086,12.0,1.0,511498.0,511498.0,511498.0,0.0
556,1569.7057200110537,447.65952,0.5288086,12.0,1.0,511498.0,511498.0,511498.0,0.0
557,1707.2145341764997,68.2688,0.7208252,32.0,1.0,511498.0,511498.0,511498.0,0.0
558,1160.6323271324457,215.2392,0.84313965,24.0,1.0,511498.0,511498.0,511498.0,0.0
559,2202.4422113820247,78.48306,0.09234619,22.0,1.0,511498.0,511498.0,511498.0,0.0
560,1414.9270950408209,141.10683,1.6994629,13.0,1.0,511498.0,511498.0,511498.0,0.0
561,1268.4953364955388,141.10683,1.6994629,13.0,1.0,511498.0,511498.0,511498.0,0.0
562,1858.2307391015563,57.701054,0.9185791,26.0,1.0,511498.0,511498.0,511498.0,0.0
563,1654.8753006752272,57.701054,0.9185791,26.0,1.0,511498.0,511498.0,511498.0,0.0
564,1624.2186966487084,184.03246,0.15298462,20.0,1.0,511498.0,511498.0,511498.0,0.0
565,977.3139117734382,184.03246,0.15298462,20.0,1.0,511498.0,511498.0,511498.0,0.0
566,1691.2760469446814,80.16088,0.94226074,34.0,1.0,511498.0,511498.0,511498.0,0.0
567,1552.168073448662,80.16088,0.94226074,34.0,1.0,511498.0,511498.0,511498.0,0.0
568,1499.1063963959514,80.16088,0.94226074,34.0,1.0,511498.0,511498.0,511498.0,0.0
569,2022.1311829338813,64.845695,1.0390625,29.0,1.0,511498.0,511498.0,511498.0,0.0
